customer_id,age,gender,city,country,acquisition_channel,loyalty_level,purchase_frequency,average_order_value,total_orders,total_spent,discount_usage,last_purchase_days,number_returns,payment_method,device,newsletter_subscribed,signup_date,record_source,churn
CUST-000019,50.0,Femme,Lille,France,Referral,Gold,4.0,92.5,6,4539.12,0.612,66,0,Apple Pay,Mobile,False,2023-07-31,retailsense_demo,False
CUST-000020,38.0,Homme,Bordeaux,France,Organic,Silver,2.0,73.25,5,370.41,0.465,16,0,PayPal,Mobile,False,2022-12-24,retailsense_demo,False
CUST-000021,37.0,Homme,Lyon,France,Organic,Bronze,5.0,42.92,20,822.61,0.373,65,0,Carte,Tablet,True,2024-02-16,retailsense_demo,False
CUST-000022,31.0,Homme,Lyon,France,Paid Search,Silver,2.0,142.04,8,1139.7,0.418,7,3,Apple Pay,Mobile,False,2021-09-03,retailsense_demo,False
CUST-000023,54.0,Homme,Paris,France,Marketplace,Bronze,8.0,118.3,30,3557.43,0.296,44,3,Carte,Mobile,True,2021-03-28,retailsense_demo,False
CUST-000024,37.0,Non renseigné,Lyon,France,Organic,Bronze,6.0,150.1,21,3315.33,0.582,21,3,Carte,Mobile,False,2024-06-08,retailsense_demo,False
CUST-000025,34.0,Femme,Bruxelles,Belgique,Marketplace,Silver,6.0,78.55,24,1865.15,0.461,64,3,Carte,Mobile,True,2022-10-30,retailsense_demo,True
CUST-000026,35.0,Femme,Paris,France,Marketplace,Bronze,7.0,68.91,25,1705.21,0.065,6,0,Virement,Mobile,True,2023-12-21,retailsense_demo,False
CUST-000027,45.0,Femme,Lyon,France,Paid Search,Bronze,6.0,98.27,14,1482.39,0.252,50,2,Carte,Mobile,True,2024-08-04,retailsense_demo,False
CUST-000028,43.0,Homme,Bordeaux,France,Referral,Silver,5.0,53.13,14,790.82,0.288,15,1,Carte,Tablet,True,2024-11-25,retailsense_demo,False
CUST-000029,44.0,Homme,,France,Social Media,Bronze,6.0,74.62,21,1502.44,0.264,53,0,Apple Pay,Mobile,True,2023-05-23,retailsense_demo,True
CUST-000030,44.0,Homme,Bruxelles,Belgique,Paid Search,Gold,5.0,64.44,16,1098.66,0.534,78,1,PayPal,Tablet,False,2025-03-24,retailsense_demo,False
CUST-000031,65.0,Femme,Namur,Belgique,Paid Search,Gold,5.0,34.77,21,687.84,0.17,20,1,Carte,Desktop,True,2022-08-29,retailsense_demo,False
CUST-000032,34.0,Non renseigné,Paris,France,Referral,Bronze,2.0,74.53,6,472.45,0.163,33,0,PayPal,Desktop,True,2021-08-20,retailsense_demo,False
CUST-000033,33.0,Homme,Bordeaux,France,Referral,Silver,8.0,56.73,16,861.72,0.579,20,1,Carte,Desktop,False,2024-02-19,retailsense_demo,False
CUST-000034,29.0,Homme,Lyon,France,Referral,Bronze,6.0,62.4,13,801.55,0.173,17,0,Carte,Desktop,False,2023-02-23,retailsense_demo,False
CUST-000035,46.0,Non renseigné,Lille,France,Marketplace,Silver,3.0,83.48,12,1079.33,0.284,6,1,Carte,Mobile,False,2021-03-10,retailsense_demo,False
CUST-000036,53.0,Femme,Bruxelles,Belgique,Paid Search,Bronze,6.0,129.13,9,1087.24,0.131,28,0,PayPal,Mobile,True,2022-07-03,retailsense_demo,False
CUST-000037,38.0,Femme,Namur,Belgique,Referral,Platinum,5.0,46.65,21,1032.82,0.411,110,2,PayPal,Desktop,False,2023-12-18,retailsense_demo,False
CUST-000038,29.0,Homme,Lyon,France,Referral,Bronze,2.0,59.65,3,178.79,0.381,24,0,Carte,Mobile,False,2021-08-24,retailsense_demo,False
CUST-000039,29.0,Femme,Bordeaux,France,Organic,Silver,4.0,48.56,11,500.89,0.191,49,1,Carte,Desktop,True,2025-09-17,retailsense_demo,True
CUST-000040,47.0,Femme,Paris,France,Organic,Bronze,6.0,47.06,23,1160.85,0.237,72,1,Carte,Mobile,True,2023-01-25,retailsense_demo,True
CUST-000041,,Femme,Lille,France,Paid Search,Bronze,1.0,52.7,3,159.34,0.242,26,0,PayPal,Mobile,True,2024-09-11,retailsense_demo,False
CUST-000042,46.0,Femme,Paris,France,Referral,Silver,3.0,63.8,12,812.19,0.246,91,1,Virement,Desktop,True,2025-01-16,retailsense_demo,False
CUST-000043,31.0,Homme,Bordeaux,France,Paid Search,Silver,9.0,92.87,16,1573.7,0.439,2,2,Virement,Desktop,False,2023-06-01,retailsense_demo,False
CUST-000044,42.0,Homme,Lausanne,Suisse,Social Media,Platinum,4.0,81.76,12,904.95,0.139,232,0,Apple Pay,Mobile,False,2022-06-18,retailsense_demo,True
CUST-000045,40.0,Femme,Lille,France,Organic,Bronze,1.0,42.21,3,121.87,0.357,22,0,Virement,Desktop,True,2022-05-05,retailsense_demo,False
CUST-000046,42.0,Femme,Bordeaux,France,Paid Search,Bronze,6.0,130.48,25,3176.81,0.033,172,2,Apple Pay,Mobile,True,2022-04-18,retailsense_demo,True
CUST-000047,49.0,Femme,Lille,France,Social Media,Bronze,11.0,110.31,20,2218.56,0.435,62,1,PayPal,Mobile,False,2024-07-09,retailsense_demo,False
CUST-000048,42.0,Homme,Paris,France,Organic,Bronze,6.0,45.49,15,635.57,0.303,13,1,Carte,Desktop,True,2023-11-30,retailsense_demo,False
CUST-000049,47.0,Homme,Bruxelles,Belgique,Marketplace,Gold,6.0,126.16,21,2602.35,0.087,33,1,PayPal,Mobile,True,2025-05-15,retailsense_demo,False
CUST-000050,40.0,Homme,Paris,France,Organic,Gold,8.0,82.02,36,3101.26,0.263,1,4,Carte,Mobile,False,2022-12-06,retailsense_demo,False
CUST-000051,42.0,Femme,Namur,Belgique,Marketplace,Gold,12.0,65.03,49,3020.01,0.236,42,3,Carte,Mobile,True,2022-01-09,retailsense_demo,False
CUST-000052,47.0,Femme,Namur,Belgique,Organic,Bronze,5.0,83.25,20,1718.67,0.333,57,3,Carte,Mobile,False,2023-07-28,retailsense_demo,False
CUST-000053,22.0,Femme,Lyon,France,Marketplace,Bronze,4.0,69.24,12,825.65,0.032,6,0,Carte,Tablet,False,2024-05-27,retailsense_demo,False
CUST-000054,35.0,Homme,Bordeaux,France,Social Media,Silver,3.0,91.07,10,848.15,0.543,19,1,PayPal,Mobile,True,2024-04-21,retailsense_demo,False
CUST-000055,33.0,Femme,Genève,Suisse,Organic,Bronze,6.0,76.7,24,1745.79,0.199,40,1,Carte,Desktop,True,2022-10-08,retailsense_demo,False
CUST-000056,31.0,Homme,Lille,France,Organic,Silver,2.0,59.62,8,449.59,0.091,22,0,Carte,Desktop,False,2022-08-29,retailsense_demo,False
CUST-000057,36.0,Homme,Lyon,France,Organic,Bronze,8.0,26.51,31,837.62,0.229,16,0,Apple Pay,Mobile,True,2023-08-11,retailsense_demo,False
CUST-000058,57.0,Femme,Genève,Suisse,Social Media,Bronze,1.0,90.29,4,337.32,0.235,16,0,,Tablet,True,2024-09-20,retailsense_demo,False
CUST-000059,29.0,Femme,Genève,Suisse,Referral,Gold,2.0,58.59,8,492.99,0.177,9,0,Carte,Mobile,True,2023-12-06,retailsense_demo,False
CUST-000060,51.0,Femme,Lyon,France,Paid Search,Bronze,11.0,101.84,20,2136.76,0.168,44,1,Carte,Mobile,False,2024-05-01,retailsense_demo,False
CUST-000061,19.0,Femme,Lyon,France,Paid Search,Platinum,4.0,88.34,10,824.05,0.064,33,1,Carte,Desktop,True,2025-06-11,retailsense_demo,False
CUST-000062,35.0,Femme,Paris,France,Social Media,Bronze,3.0,59.33,13,819.2,0.372,101,3,Apple Pay,Desktop,True,2023-12-14,retailsense_demo,False
CUST-000063,41.0,Homme,Liège,Belgique,Social Media,Bronze,4.0,114.55,13,1598.59,0.081,47,0,Carte,Mobile,True,2021-10-21,retailsense_demo,True
CUST-000064,46.0,Femme,Paris,France,Social Media,Bronze,1.0,77.35,2,143.4,0.235,8,1,Apple Pay,Desktop,True,2022-12-10,retailsense_demo,False
CUST-000065,48.0,Femme,Bordeaux,France,Paid Search,Bronze,4.0,75.83,12,975.58,0.503,32,2,Carte,Tablet,False,2025-04-09,retailsense_demo,False
CUST-000066,49.0,Homme,Liège,Belgique,Social Media,Silver,5.0,65.61,17,1075.99,0.178,67,2,Virement,Mobile,False,2021-10-15,retailsense_demo,False
CUST-000067,35.0,Homme,Genève,Suisse,Marketplace,Bronze,2.0,157.29,8,1291.51,0.362,222,1,Carte,Desktop,True,2024-11-19,retailsense_demo,True
CUST-000068,33.0,Femme,Liège,Belgique,Paid Search,Silver,4.0,49.78,16,755.05,0.213,1,0,Carte,Mobile,False,2022-12-09,retailsense_demo,False
CUST-000069,49.0,Homme,Bordeaux,France,Organic,Gold,7.0,60.05,12,757.15,0.4,30,2,Carte,Mobile,False,2023-03-03,retailsense_demo,False
CUST-000070,37.0,Homme,Lyon,France,Organic,Bronze,4.0,38.71,11,449.1,0.393,16,1,Carte,Mobile,False,2022-05-26,retailsense_demo,False
CUST-000071,24.0,Homme,Zurich,Suisse,Social Media,Bronze,3.0,99.37,5,534.87,0.418,12,1,Apple Pay,Mobile,True,2022-03-16,retailsense_demo,False
CUST-000072,25.0,Homme,Lausanne,Suisse,Paid Search,Bronze,4.0,53.01,17,972.27,0.528,35,1,PayPal,Desktop,True,2024-07-01,retailsense_demo,False
CUST-000073,28.0,Femme,Lille,France,Marketplace,Gold,2.0,55.95,4,208.6,0.154,32,0,Carte,Mobile,False,2022-02-24,retailsense_demo,False
CUST-000074,45.0,Homme,Lyon,France,Social Media,Silver,8.0,54.7,27,1514.24,0.266,61,1,PayPal,Mobile,True,2023-01-27,retailsense_demo,False
CUST-000075,41.0,Femme,Paris,France,Social Media,Bronze,5.0,72.25,16,1113.99,0.398,16,1,Carte,Mobile,True,2024-03-23,retailsense_demo,False
CUST-000076,47.0,Homme,Lyon,France,Referral,Silver,9.0,38.46,30,1084.7,0.09,10,1,Apple Pay,Mobile,True,2025-06-01,retailsense_demo,False
CUST-000077,34.0,Homme,Bordeaux,France,Organic,Silver,7.0,23.88,22,495.94,0.244,40,3,Carte,Mobile,True,2023-03-01,retailsense_demo,False
CUST-000078,41.0,Femme,Bordeaux,France,Referral,Bronze,2.0,87.33,7,654.0,0.183,7,0,Carte,Mobile,True,2023-09-04,retailsense_demo,False
CUST-000079,47.0,Femme,Bordeaux,France,Organic,Bronze,3.0,25.42,10,261.66,0.696,63,0,Carte,Mobile,True,2023-08-22,retailsense_demo,False
CUST-000080,,Homme,Namur,Belgique,Social Media,Platinum,5.0,105.63,9,882.33,0.75,71,1,Carte,Mobile,True,2022-07-29,retailsense_demo,False
CUST-000081,44.0,Homme,Lyon,France,Marketplace,Bronze,8.0,148.13,21,3351.75,0.128,124,0,Apple Pay,Mobile,True,2022-06-26,retailsense_demo,False
CUST-000082,31.0,Femme,Lyon,France,Referral,Bronze,2.0,64.79,6,407.89,0.45,7,0,Carte,Desktop,True,2025-01-17,retailsense_demo,False
CUST-000083,35.0,Homme,Bordeaux,France,Referral,Bronze,7.0,130.81,17,2155.9,0.227,33,1,Carte,Mobile,True,2024-06-25,retailsense_demo,False
CUST-000084,34.0,Homme,Lille,France,Paid Search,Silver,4.0,69.29,15,1034.56,0.577,57,5,Virement,Desktop,False,2021-07-19,retailsense_demo,False
CUST-000085,25.0,Homme,Lyon,France,Referral,Silver,4.0,151.05,10,1565.3,0.358,106,0,Carte,Desktop,True,2023-01-15,retailsense_demo,False
CUST-000086,45.0,Femme,Lyon,France,Social Media,Bronze,5.0,56.32,20,1158.09,0.332,45,1,Carte,Mobile,True,2023-11-24,retailsense_demo,False
CUST-000087,33.0,Femme,Bordeaux,France,Social Media,Bronze,9.0,22.53,17,380.75,0.269,26,2,PayPal,Mobile,False,2021-03-16,retailsense_demo,False
CUST-000088,39.0,Homme,Paris,France,Organic,Silver,5.0,67.47,19,1284.42,0.18,29,0,Carte,Mobile,True,2022-09-01,retailsense_demo,False
CUST-000089,45.0,Femme,Genève,Suisse,Organic,Bronze,6.0,159.15,12,1770.17,0.329,7,1,Virement,Mobile,True,2021-10-20,retailsense_demo,False
CUST-000090,44.0,Homme,Lille,France,Social Media,Gold,5.0,90.63,15,1359.59,0.521,131,2,PayPal,Mobile,True,2023-08-23,retailsense_demo,True
CUST-000091,47.0,Femme,Genève,Suisse,Organic,Bronze,1.0,54.74,2,106.69,0.263,28,0,Carte,Tablet,True,2025-02-15,retailsense_demo,False
CUST-000092,38.0,Homme,Genève,Suisse,Referral,Bronze,4.0,82.09,14,1109.8,0.426,29,0,Carte,Mobile,True,2022-05-15,retailsense_demo,False
CUST-000093,34.0,Femme,Namur,Belgique,Referral,Platinum,6.0,111.74,13,1399.03,0.577,5,4,Carte,Mobile,True,2021-12-17,retailsense_demo,False
CUST-000094,38.0,Femme,Lyon,France,Marketplace,Gold,8.0,67.28,31,2135.47,0.626,78,7,PayPal,Desktop,True,2023-02-01,retailsense_demo,False
CUST-000095,19.0,Homme,Lille,France,Organic,Bronze,5.0,247.32,16,3912.27,0.318,39,0,PayPal,Desktop,True,2023-10-27,retailsense_demo,False
CUST-000096,22.0,Homme,Lyon,France,Marketplace,Gold,5.0,54.69,22,1188.85,0.135,213,1,Virement,Mobile,True,2025-04-29,retailsense_demo,True
CUST-000097,23.0,Homme,Bruxelles,Belgique,Organic,Silver,6.0,113.43,22,2359.43,0.65,29,2,Carte,Mobile,False,2024-09-23,retailsense_demo,False
CUST-000098,,Homme,Paris,France,Paid Search,Bronze,4.0,101.06,13,1410.89,0.357,69,0,Virement,Mobile,True,2021-06-09,retailsense_demo,False
CUST-000099,44.0,Homme,Zurich,Suisse,Referral,Gold,4.0,50.1,16,766.24,0.241,135,3,Carte,Desktop,True,2025-02-06,retailsense_demo,False
CUST-000100,28.0,Homme,Paris,France,Organic,Gold,2.0,57.18,4,225.3,0.203,1,0,Apple Pay,Desktop,True,2022-09-20,retailsense_demo,False
CUST-000101,34.0,Femme,Liège,Belgique,Organic,Bronze,3.0,114.28,10,1086.19,0.062,1,0,Carte,Mobile,False,2022-09-15,retailsense_demo,False
CUST-000102,,Homme,Lyon,France,Organic,Silver,8.0,75.15,21,1629.46,0.426,5,0,Virement,Mobile,True,2023-08-19,retailsense_demo,False
CUST-000103,35.0,Homme,Lyon,France,Paid Search,Bronze,8.0,82.46,30,2448.42,0.196,66,2,Carte,Mobile,False,2021-02-01,retailsense_demo,False
CUST-000104,48.0,Femme,Bordeaux,France,Referral,Bronze,4.0,31.97,6,189.16,0.24,25,1,Carte,Desktop,True,2022-08-22,retailsense_demo,True
CUST-000105,28.0,Femme,Lille,France,Organic,Platinum,7.0,96.05,19,1934.49,0.287,27,1,Carte,Mobile,False,2021-03-26,retailsense_demo,False
CUST-000106,37.0,Homme,Lille,France,Organic,Silver,3.0,80.47,10,838.12,0.63,15,1,Apple Pay,Mobile,True,2024-08-27,retailsense_demo,False
CUST-000107,28.0,Femme,Lyon,France,Social Media,Silver,4.0,67.99,12,818.44,0.44,151,0,Virement,Mobile,False,2022-04-30,retailsense_demo,True
CUST-000108,35.0,Homme,Lyon,France,Organic,Silver,8.0,83.36,18,1493.03,0.426,191,2,PayPal,Desktop,True,2022-03-11,retailsense_demo,False
CUST-000109,49.0,Non renseigné,Lille,France,Referral,Silver,5.0,57.6,14,865.78,0.464,138,1,Carte,Mobile,True,2021-06-19,retailsense_demo,True
CUST-000110,18.0,Homme,Paris,France,Marketplace,Bronze,3.0,52.77,12,679.45,0.31,48,1,PayPal,Desktop,False,2023-12-05,retailsense_demo,True
CUST-000111,44.0,Femme,Genève,Suisse,Referral,Platinum,11.0,62.42,23,1482.71,0.148,7,1,Carte,Mobile,False,2024-04-22,retailsense_demo,False
CUST-000112,42.0,Femme,Lille,France,Referral,Silver,4.0,56.1,10,584.38,0.191,79,2,PayPal,Mobile,False,2022-01-07,retailsense_demo,False
CUST-000113,32.0,Femme,Lille,France,Paid Search,Silver,5.0,199.67,22,4673.18,0.512,39,3,Carte,Mobile,True,2022-06-08,retailsense_demo,False
CUST-000114,22.0,Femme,Paris,France,Referral,Silver,5.0,108.6,21,2450.09,0.334,36,2,Virement,Mobile,True,2024-08-03,retailsense_demo,True
CUST-000115,40.0,Homme,Bordeaux,France,Organic,Bronze,1.0,44.04,2,82.2,0.216,40,0,PayPal,Mobile,True,2024-06-11,retailsense_demo,True
CUST-000116,33.0,Homme,Lille,France,Organic,Bronze,6.0,186.31,19,3821.61,0.652,7,0,Carte,Mobile,False,2022-02-02,retailsense_demo,False
CUST-000117,42.0,Femme,Paris,France,Social Media,Bronze,4.0,56.95,7,411.62,0.458,17,1,PayPal,Mobile,True,2023-02-27,retailsense_demo,False
CUST-000118,39.0,Femme,Zurich,Suisse,Organic,Bronze,6.0,71.1,26,1876.13,0.402,12,3,Carte,Mobile,True,2021-07-11,retailsense_demo,False
CUST-000119,58.0,Homme,Bordeaux,France,Marketplace,Silver,4.0,107.85,11,1169.89,0.356,16,1,Carte,Desktop,True,2022-11-12,retailsense_demo,False
CUST-000120,36.0,Femme,Liège,Belgique,Social Media,Gold,3.0,27.23,8,212.16,0.24,9,1,Carte,Mobile,False,2021-03-01,retailsense_demo,False
CUST-000121,27.0,Homme,Lyon,France,Marketplace,Bronze,4.0,62.57,9,590.51,0.357,3,0,Carte,Desktop,True,2024-05-01,retailsense_demo,False
CUST-000122,41.0,Femme,Lyon,France,Paid Search,Bronze,3.0,53.24,10,545.55,0.275,8,0,Carte,Desktop,True,2022-02-26,retailsense_demo,False
CUST-000123,42.0,Homme,Lille,France,Paid Search,Silver,5.0,77.36,10,736.53,0.264,8,0,PayPal,Desktop,True,2024-12-30,retailsense_demo,False
CUST-000124,55.0,Femme,Paris,France,Referral,Bronze,6.0,83.73,23,1959.71,0.069,54,1,PayPal,Mobile,True,2022-07-04,retailsense_demo,False
CUST-000125,49.0,Homme,Lyon,France,Organic,Gold,6.0,67.55,18,1146.15,0.537,48,4,Carte,Mobile,True,2023-11-23,retailsense_demo,True
CUST-000126,43.0,Femme,Paris,France,Social Media,Bronze,3.0,66.07,10,660.33,0.412,127,1,Apple Pay,Desktop,False,2023-05-26,retailsense_demo,False
CUST-000127,57.0,Homme,Bruxelles,Belgique,Social Media,Bronze,3.0,116.89,12,1421.45,0.355,37,1,Virement,Mobile,True,2022-01-02,retailsense_demo,False
CUST-000128,25.0,Femme,Lyon,France,Marketplace,Bronze,1.0,81.02,2,165.56,0.415,14,0,Carte,Mobile,True,2025-05-28,retailsense_demo,True
CUST-000129,31.0,Femme,Lille,France,Referral,Gold,2.0,71.51,4,269.82,0.654,52,0,Carte,Mobile,True,2024-11-01,retailsense_demo,False
CUST-000130,28.0,Homme,Bordeaux,France,Organic,Bronze,8.0,75.26,22,1548.63,0.273,94,0,Apple Pay,Mobile,True,2023-03-17,retailsense_demo,False
CUST-000131,34.0,Femme,Paris,France,Paid Search,Silver,3.0,169.22,12,1952.3,0.138,6,0,Carte,Mobile,False,2023-11-29,retailsense_demo,False
CUST-000132,22.0,Femme,Paris,France,Social Media,Bronze,6.0,76.16,10,774.68,0.492,64,2,Carte,Mobile,True,2023-03-11,retailsense_demo,False
CUST-000133,47.0,Femme,Lyon,France,Organic,Bronze,6.0,54.77,23,1346.61,0.312,17,0,Apple Pay,Desktop,False,2023-10-31,retailsense_demo,False
CUST-000134,36.0,Femme,Lausanne,Suisse,Paid Search,Gold,5.0,28.04,15,439.41,0.306,66,1,Virement,Mobile,True,2025-08-09,retailsense_demo,True
CUST-000135,21.0,Femme,Bordeaux,France,Paid Search,Bronze,7.0,35.22,22,805.38,0.079,0,0,Virement,Mobile,True,2021-05-19,retailsense_demo,False
CUST-000136,27.0,Homme,Lille,France,Organic,Bronze,1.0,56.03,3,163.51,0.442,37,0,Virement,Tablet,True,2022-07-28,retailsense_demo,True
CUST-000137,43.0,Femme,Liège,Belgique,Paid Search,Silver,3.0,66.55,5,312.09,0.246,7,0,Carte,Mobile,True,2022-12-18,retailsense_demo,False
CUST-000138,49.0,Homme,Bruxelles,Belgique,Organic,Gold,7.0,53.69,16,912.98,0.516,13,4,PayPal,Mobile,True,2025-03-13,retailsense_demo,False
CUST-000139,63.0,Non renseigné,Paris,France,Social Media,Bronze,4.0,82.98,15,1244.81,0.282,6,0,Virement,Mobile,True,2024-12-17,retailsense_demo,False
CUST-000140,74.0,Femme,Paris,France,Organic,Bronze,6.0,53.36,16,799.23,0.35,58,3,Carte,Mobile,False,2023-01-10,retailsense_demo,False
CUST-000141,44.0,Homme,Liège,Belgique,Referral,Platinum,6.0,45.2,19,863.56,0.137,1,1,Carte,Mobile,True,2025-08-30,retailsense_demo,False
CUST-000142,27.0,Homme,Bruxelles,Belgique,Organic,Silver,4.0,94.07,17,1644.12,0.188,75,1,Carte,Mobile,True,2023-08-18,retailsense_demo,False
CUST-000143,18.0,Homme,Paris,France,Marketplace,Gold,7.0,135.27,11,1445.15,0.52,8,2,PayPal,Desktop,True,2021-08-11,retailsense_demo,False
CUST-000144,42.0,Femme,Zurich,Suisse,Organic,Gold,8.0,41.2,23,873.3,0.31,18,2,PayPal,Desktop,True,2021-09-05,retailsense_demo,False
CUST-000145,29.0,Femme,Bordeaux,France,Social Media,Silver,1.0,78.81,3,241.02,0.432,6,0,Virement,Mobile,True,2023-06-04,retailsense_demo,False
CUST-000146,34.0,Femme,Liège,Belgique,Paid Search,Bronze,6.0,28.1,11,286.31,0.079,59,1,Carte,Desktop,True,2024-10-16,retailsense_demo,False
CUST-000147,32.0,Homme,Bordeaux,France,Organic,Bronze,2.0,34.54,9,307.55,0.292,63,1,PayPal,Desktop,True,2025-07-24,retailsense_demo,True
CUST-000148,,Non renseigné,Lille,France,Paid Search,Silver,8.0,52.85,35,1945.74,0.285,4,2,Carte,Desktop,False,2025-02-01,retailsense_demo,False
CUST-000149,52.0,Homme,Lille,France,Referral,Silver,5.0,120.88,12,1566.27,0.164,4,1,Apple Pay,Mobile,True,2024-07-23,retailsense_demo,False
CUST-000150,41.0,Femme,Bordeaux,France,Marketplace,Platinum,5.0,48.24,22,1039.29,0.216,12,2,PayPal,Desktop,True,2023-04-01,retailsense_demo,False
CUST-000151,37.0,Homme,Paris,France,Paid Search,Silver,3.0,47.38,5,218.73,0.147,10,0,PayPal,Mobile,False,2022-05-27,retailsense_demo,False
CUST-000152,27.0,Femme,Bordeaux,France,Organic,Bronze,4.0,71.33,18,1282.49,0.293,8,1,Carte,Mobile,True,2023-09-09,retailsense_demo,False
CUST-000153,19.0,Homme,Bordeaux,France,Referral,Silver,2.0,71.36,8,550.48,0.288,7,0,Carte,Desktop,False,2021-11-29,retailsense_demo,False
CUST-000154,33.0,Femme,Bordeaux,France,Social Media,Silver,3.0,48.09,6,306.69,0.268,8,0,Carte,Mobile,True,2025-02-19,retailsense_demo,False
CUST-000155,38.0,Homme,Liège,Belgique,Organic,Bronze,4.0,181.89,13,2444.55,0.338,27,0,Virement,Mobile,True,2023-11-13,retailsense_demo,False
CUST-000156,60.0,Homme,Zurich,Suisse,Referral,Gold,6.0,61.72,23,1397.85,0.181,26,0,Carte,Mobile,True,2022-12-11,retailsense_demo,False
CUST-000157,41.0,Femme,Bordeaux,France,Paid Search,Silver,1.0,74.03,2,154.28,0.401,44,0,Virement,Desktop,False,2025-08-28,retailsense_demo,False
CUST-000158,51.0,Femme,Bordeaux,France,Social Media,Bronze,6.0,57.81,15,845.1,0.241,36,0,Carte,Mobile,True,2021-07-12,retailsense_demo,False
CUST-000159,33.0,Homme,Bordeaux,France,Paid Search,Silver,6.0,86.59,20,1737.83,0.198,59,0,PayPal,Mobile,True,2021-02-04,retailsense_demo,False
CUST-000160,25.0,Femme,,Suisse,Paid Search,Silver,3.0,126.82,6,812.4,0.349,9,1,Carte,Desktop,True,2022-05-01,retailsense_demo,True
CUST-000161,27.0,Homme,Lyon,France,Organic,Gold,6.0,155.8,11,1631.56,0.331,95,1,Carte,Mobile,True,2022-07-06,retailsense_demo,False
CUST-000162,30.0,Homme,Lille,France,Referral,Bronze,3.0,48.62,7,330.19,0.499,9,1,PayPal,Mobile,True,2024-11-26,retailsense_demo,False
CUST-000163,65.0,Homme,Lausanne,Suisse,Organic,Silver,5.0,118.91,19,2398.71,0.297,42,1,Carte,Desktop,True,2025-01-12,retailsense_demo,False
CUST-000164,,Femme,Zurich,Suisse,Referral,Silver,5.0,91.27,13,1179.3,0.25,67,1,Carte,Tablet,False,2024-10-06,retailsense_demo,False
CUST-000165,49.0,Femme,Bordeaux,France,Referral,Silver,12.0,111.92,36,3911.69,0.106,37,4,PayPal,Desktop,False,2025-04-06,retailsense_demo,True
